Epoch,Train,Test,Time
1,1.2752258987661775,0.8810090389665498,10.75115587900018
2,0.9888210055843883,0.8839393334359555,10.554769628000031
3,0.9704706788260415,0.8740954619138593,10.913326767000399
4,0.9643848396933864,0.8772352005136015,10.698423844999525
5,0.9389136733497053,0.8777057829611191,10.301588776000244
6,0.9151902591550587,0.8747799999355027,10.65324720100034
7,0.9074553211110014,0.8779278329000141,10.487418401000468
8,0.8927192714860472,0.875983657315568,10.529211754000244
9,0.8774196942890211,0.875922558875901,10.708075872000336
10,0.8748855878266723,0.8718088661499821,10.603485881999404
11,0.8585540843948198,0.8704512273372758,10.64077480800006
12,0.8500766560453007,0.8771869415670178,10.575652936000552
13,0.8399716189213693,0.8877756577479126,10.832480789999863
14,0.8317656701616974,0.9103775064153677,10.574053912999261
15,0.8241894871077446,0.8675290501348931,10.664331584000138
16,0.8171148192251978,0.8795217776841742,10.753372915
17,0.8139760296941715,0.8694118983256078,10.591772730999764
18,0.7965948043846885,0.8805012256050171,10.598473082000055
19,0.8052749683408993,0.8687981736652016,10.657154649000404
20,0.7878184230790355,0.8794368264646041,10.534068732000378
21,0.7917199858680486,0.8690040076497801,10.699314055999821
22,0.7812882751368124,0.8712917836646803,10.716708435000328
23,0.77678219068686,0.8724633994406273,10.353488519000166
24,0.7738798323289346,0.868973864287305,10.690471132000312
25,0.7756091180191236,0.8695740035884707,10.579771331000302
26,0.7685241236040357,0.8711066371390943,10.756103238999458
27,0.7667913222038638,0.8696606216905393,10.606240752999838
28,0.7615798603010149,0.8802356953615496,10.607224272000167
29,0.7601339046685678,0.8720112910900334,10.698140701999364
30,0.7566023114711263,0.8706185707799997,10.536657650999587
31,0.7556807391508708,0.8778349861314221,10.790963326000565
32,0.749715166282504,0.8779876129290164,10.97355728599996
33,0.7491394573767899,0.8707895815063561,10.547512340999674
34,0.7468685681608582,0.8718063124867929,10.614447732000372
35,0.7467650479443674,0.8701624239360811,10.627435508000417
36,0.7445280526176862,0.871795959190576,10.685390247000214
37,0.7451168984215214,0.8725326587229432,10.532877550000194
38,0.7439615416479224,0.8735729560324399,10.812786217000394
39,0.7469200013772521,0.8694947012783686,10.336426290000418
40,0.7420000948187734,0.8736139799435658,10.663715095999578
"ensemble of range(10, 40, 10)",0,0.8682644531819042,0
