Epoch,Train,Test,Time
1,1.3699366689249581,0.8813240291010956,12.978175692999685
2,0.9796070962547142,0.8898467062726902,12.546683227999893
3,0.9674416043004757,0.8769653746119682,12.27048840399948
4,0.9550548734269577,0.8836448233606252,12.734775218000323
5,0.938835120710721,0.8740356457228666,12.454235885000344
6,0.9219972873396006,0.8788987189555625,12.430032537999978
7,0.9037395134849082,0.8919837185094317,12.441761111999767
8,0.9115551153353184,0.8707695072365546,12.507537016000242
9,0.8728099017702758,0.8741918541902848,12.477392871999655
10,0.8703457669175163,0.8732060280870776,12.557871769000485
11,0.8628840838421543,0.8736079410571053,12.571059292999962
12,0.8438913174635244,0.8775396683113691,12.037960350000503
13,0.8451614156150316,0.8725399809688897,12.482043431999955
14,0.8399622406583425,0.8754875040735832,12.966394803000185
15,0.8236869916251528,0.871727347652353,12.681321457000195
16,0.8093392380628223,0.8761210419181238,12.354527549000522
17,0.8070544631964162,0.8769060014494506,12.53861996500018
18,0.8021065083181014,0.8741407356232881,12.453461946999596
19,0.7989138870910101,0.8748225862009459,12.618715321000309
20,0.7927925476124663,0.8707628528872833,12.32496072899994
21,0.7839758816387237,0.8705007402821292,12.510806769000737
22,0.7814640613115589,0.8739283093989881,12.166809095000644
23,0.7755189496403255,0.8700831701259507,12.532834234999427
24,0.7658382087166594,0.9075119194572066,12.300207247999424
25,0.7694443850408772,0.8793675823821241,12.564493935999963
26,0.7663294469526819,0.8722060261133556,12.501105612000174
27,0.7655784540254124,0.8724925234166039,12.486868336000043
28,0.7553673683989734,0.869315097600778,12.247310116000335
29,0.7535973147359926,0.873594486479032,12.70778816300026
30,0.7531180283192929,0.8723704120037602,12.74558007700034
31,0.7498009985397902,0.8705240370853582,12.442098507999617
32,0.752584410034592,0.874407648282073,12.481765881000683
33,0.7458577618233152,0.8710309127654748,12.556745809999484
34,0.7481552640804513,0.8707905803323175,12.444937531000505
35,0.7427824802265283,0.875414935639397,12.607457589999285
36,0.7416953212853744,0.8810888714260711,12.645156874999884
37,0.7446225856564146,0.870229914416403,12.463391455999954
38,0.7380025348425073,0.8726676358439501,12.330907548999676
39,0.7414504452669411,0.8815176313140128,12.685444761999861
40,0.739599933808881,0.8749035741997336,12.252758592000646
"ensemble of range(10, 40, 10)",0,0.8699698302199512,0
