Epoch,Train,Test,Time
1,1.459070459248599,0.8965129178100648,7.714992549000044
2,0.9974873444284642,0.8851624819571822,7.649664664000057
3,0.9876676802876891,0.8821014572035654,7.6099627250000585
4,0.9737371331990768,0.8939468122931385,7.469055656999898
5,0.956073901151878,0.8768742080653603,7.507964077999986
6,0.9384922252651344,0.8939096768812916,7.4254579710000135
7,0.9212404155208941,0.8980321962268782,7.466198616000156
8,0.9240845323626145,0.8752675470218133,7.420672200999888
9,0.890541211114733,0.8845479073343979,7.473420724000107
10,0.8856696438852121,0.8767857467059131,7.383854175999887
11,0.8727611556439191,0.8759776231171152,7.554360444999928
12,0.8566576632523825,0.8796391871203777,7.329969053000242
13,0.8569189769254312,0.8755611921269297,7.407076260999928
14,0.8519024248893606,0.8811951088124159,7.45485495999992
15,0.8337449376966496,0.8745288920639407,7.302633807000348
16,0.8196825762038159,0.8778148088470121,7.4600702849998015
17,0.819737591002485,0.8787254722934666,7.281744453000102
18,0.8112922067410635,0.8763711864933971,7.424220275000152
19,0.8097832314524591,0.8743249608140087,7.331266585000322
20,0.7997742146304193,0.8726020764235058,7.448305484000231
21,0.7922104640158031,0.8755287117348096,7.5168927080003405
22,0.7895466657765027,0.8754430655217447,7.446507145999931
23,0.7847300035821134,0.8720416659632685,7.325549126999704
24,0.7763359861081192,0.9004627229420686,7.355234151999865
25,0.7799699243558528,0.8852682109333997,7.613497108000049
26,0.7746847201019176,0.8735139151697335,7.47219532500003
27,0.7758130482136242,0.8736296582446853,7.335070325000287
28,0.7671465504491323,0.8713133792627786,7.549182965
29,0.7649933124746445,0.8756071397046441,7.3479175639999985
30,0.7661819626629545,0.8744123619941337,7.490836150999713
31,0.76175128794431,0.8722917974608198,7.374240924999867
32,0.7649370950189182,0.8745698995728279,7.386561307000193
33,0.7588148066964735,0.8763625624944943,7.4102122690001115
34,0.7602239349086168,0.8728773130766269,7.44921083700001
35,0.7548751129265409,0.8747749139059996,7.5787471300000115
36,0.7547232558633541,0.8815223677760433,7.414361842999824
37,0.7559248971263993,0.8747251568223291,7.3552245000000775
38,0.7513706289227982,0.8726083431898826,7.441682457999831
39,0.7516602463824151,0.8792984215365636,7.310954280999796
40,0.7530554689151926,0.8786825191376759,7.521121245999893
"ensemble of range(10, 40, 10)",0.0,0.8736748612003641,0.0
